,Cellulose_2030,Hemicellulose_2030,Lignin_2030,Cellulose_2040,Hemicellulose_2040,Lignin_2040,Country Code
119,13749224.285051635,7042285.609416691,11737142.68236115,13749224.285051635,7042285.609416691,11737142.68236115,130.0
120,34940294.39052657,17896248.34636727,29827080.57727878,34940294.39052657,17896248.34636727,29827080.57727878,131.0
121,10117295.447444651,5182029.3755204305,8636715.625867385,10117295.447444651,5182029.3755204305,8636715.625867385,132.0
122,803576.4942610833,411587.96047518903,685979.934125315,803576.4942610833,411587.96047518903,685979.934125315,133.0
123,6011051.421184273,3078831.2157285307,5131385.359547551,6011051.421184273,3078831.2157285307,5131385.359547551,134.0
124,49927311.83341766,25572525.573213924,42620875.95535654,49927311.83341766,25572525.573213924,42620875.95535654,127.0
125,1079257.8608746533,552790.6116675055,921317.686112509,1079257.8608746533,552790.6116675055,921317.686112509,136.0
126,43590512.44363785,22326847.836985238,37211413.061642066,43590512.44363785,22326847.836985238,37211413.061642066,137.0
127,1620591.9136986497,830059.2728700401,1383432.1214500668,1620591.9136986497,830059.2728700401,1383432.1214500668,138.0
128,36368502.83095518,18627769.74268436,31046282.90447393,36368502.83095518,18627769.74268436,31046282.90447393,145.0
129,11351364.081706543,5814113.3101423755,9690188.850237291,11351364.081706543,5814113.3101423755,9690188.850237291,140.0
130,3048829.819571811,1561595.7612440982,2602659.602073497,3048829.819571811,1561595.7612440982,2602659.602073497,141.0
131,21379511.62133415,10950481.56214676,18250802.603577934,21379511.62133415,10950481.56214676,18250802.603577934,273.0
132,10567355.603765048,5412547.992172342,9020913.320287235,10567355.603765048,5412547.992172342,9020913.320287235,142.0
133,1825937.9072390338,935236.4890736515,1558727.481789419,1825937.9072390338,935236.4890736515,1558727.481789419,143.0
134,3476046.332250954,1780413.9750553668,2967356.625092278,3476046.332250954,1780413.9750553668,2967356.625092278,144.0
135,15848013.756515646,8117275.338703137,13528792.231171895,15848013.756515646,8117275.338703137,13528792.231171895,28.0
136,411838.73735763755,210941.7923051314,351569.6538418857,411838.73735763755,210941.7923051314,351569.6538418857,147.0
137,54979302.86177854,28160130.734081693,46933551.22346949,54979302.86177854,28160130.734081693,46933551.22346949,148.0
138,6488605.783968033,3323432.230812895,5539053.718021492,6488605.783968033,3323432.230812895,5539053.718021492,149.0
139,10849022.673766494,5556816.491441376,9261360.819068959,10849022.673766494,5556816.491441376,9261360.819068959,150.0
140,10584097.872089969,5421123.300338765,9035205.500564609,10584097.872089969,5421123.300338765,9035205.500564609,150.0
141,10584097.872089969,5421123.300338765,9035205.500564609,10584097.872089969,5421123.300338765,9035205.500564609,150.0
142,11175713.245268546,5724145.808552182,9540243.014253637,11175713.245268546,5724145.808552182,9540243.014253637,150.0
143,22116329.469890885,11327876.069944112,18879793.449906852,22116329.469890885,11327876.069944112,18879793.449906852,153.0
144,12381927.711035378,6341962.97394495,10569938.28990825,12381927.711035378,6341962.97394495,10569938.28990825,156.0
145,12503774.588640736,6404372.350279401,10673953.917132335,12503774.588640736,6404372.350279401,10673953.917132335,156.0
146,20971352.991127815,10741424.702772783,17902374.504621305,20971352.991127815,10741424.702772783,17902374.504621305,157.0
147,253835.10412796668,130013.1021143244,216688.503523874,253835.10412796668,130013.1021143244,216688.503523874,158.0
148,5817081.107061528,2979480.5670315144,4965800.945052524,5817081.107061528,2979480.5670315144,4965800.945052524,159.0
149,44950912.88271617,23023638.305781454,38372730.509635754,44950912.88271617,23023638.305781454,38372730.509635754,160.0
150,33136654.55703889,16972432.82189797,28287388.036496613,33136654.55703889,16972432.82189797,28287388.036496613,161.0
151,10440238.209790967,5347439.083063667,8912398.471772777,10440238.209790967,5347439.083063667,8912398.471772777,154.0
152,23961022.68171509,12272718.934536997,20454531.557561662,23961022.68171509,12272718.934536997,20454531.557561662,163.0
153,8043128.618380572,4119651.243560781,6866085.405934635,8043128.618380572,4119651.243560781,6866085.405934635,162.0
154,154478.6394197308,79123.20555644749,131872.0092607458,154478.6394197308,79123.20555644749,131872.0092607458,221.0
155,587724.4951579239,301029.61947113177,501716.0324518863,587724.4951579239,301029.61947113177,501716.0324518863,165.0
156,17861248.059380367,9148444.127975311,15247406.879958851,17861248.059380367,9148444.127975311,15247406.879958851,180.0
157,6681468.835465474,3422215.744994511,5703692.908324185,6681468.835465474,3422215.744994511,5703692.908324185,299.0
158,38900085.91565667,19924434.249482684,33207390.41580447,38900085.91565667,19924434.249482684,33207390.41580447,166.0
159,26192471.721400734,13415656.247546718,22359427.079244528,26192471.721400734,13415656.247546718,22359427.079244528,168.0
160,12538656.09353252,6422238.4869312905,10703730.81155215,12538656.09353252,6422238.4869312905,10703730.81155215,169.0
161,539060.281893276,276104.0468233853,460173.41137230885,539060.281893276,276104.0468233853,460173.41137230885,170.0
162,18086188.703080527,9263657.6284071,15439429.3806785,18086188.703080527,9263657.6284071,15439429.3806785,171.0
163,45263230.29499088,23183605.760848988,38639342.934748314,45263230.29499088,23183605.760848988,38639342.934748314,172.0
164,7599427.620294194,3892389.7567360504,6487316.261226751,7599427.620294194,3892389.7567360504,6487316.261226751,173.0
165,10924580.26291865,5595516.720031503,9325861.200052505,10924580.26291865,5595516.720031503,9325861.200052505,174.0
166,26769696.715438742,13711308.073761307,22852180.12293551,26769696.715438742,13711308.073761307,22852180.12293551,177.0
167,1736745.9098865173,889552.7831126065,1482587.971854344,1736745.9098865173,889552.7831126065,1482587.971854344,179.0
168,22347989.49400261,11446531.20424524,19077552.0070754,22347989.49400261,11446531.20424524,19077552.0070754,117.0
169,8568087.200578893,4388532.468589189,7314220.780981982,8568087.200578893,4388532.468589189,7314220.780981982,146.0
170,8673009.52615809,4442273.171934632,7403788.619891053,8673009.52615809,4442273.171934632,7403788.619891053,183.0
171,9702334.542676179,4969488.424297555,8282480.707162592,9702334.542676179,4969488.424297555,8282480.707162592,185.0
172,20113867.881618045,10302225.012536073,17170375.020893455,20113867.881618045,10302225.012536073,17170375.020893455,184.0
173,172886.19882705816,88551.46769190783,147585.77948651306,172886.19882705816,88551.46769190783,147585.77948651306,187.0
174,10567419.440784097,5412580.689182098,9020967.815303497,10567419.440784097,5412580.689182098,9020967.815303497,188.0
175,23559701.36439563,12067164.113470932,20111940.189118218,23559701.36439563,12067164.113470932,20111940.189118218,189.0
176,10665268.535520101,5462698.518193223,9104497.530322038,10665268.535520101,5462698.518193223,9104497.530322038,190.0
177,30126667.25386037,15430732.008074824,25717886.680124704,30126667.25386037,15430732.008074824,25717886.680124704,191.0
178,55841362.9356697,28601673.69875765,47669456.16459608,55841362.9356697,28601673.69875765,47669456.16459608,244.0
179,10450106.630529376,5352493.640027241,8920822.733378734,10450106.630529376,5352493.640027241,8920822.733378734,192.0
180,20572065.607735045,10536911.652742341,17561519.421237234,20572065.607735045,10536911.652742341,17561519.421237234,193.0
181,827861.0025131112,424026.36714086187,706710.6119014365,827861.0025131112,424026.36714086187,706710.6119014365,194.0
182,3731437.5681722225,1911224.1202833336,3185373.5338055557,3731437.5681722225,1911224.1202833336,3185373.5338055557,195.0
183,11590121.915613221,5936403.907997016,9894006.513328359,11590121.915613221,5936403.907997016,9894006.513328359,272.0
184,18576671.918036226,9514880.73850636,15858134.564177265,18576671.918036226,9514880.73850636,15858134.564177265,196.0
185,33451290.555018015,17133587.84525313,28555979.74208855,33451290.555018015,17133587.84525313,28555979.74208855,197.0
186,25718869.974594615,13173079.743085047,21955132.905141745,25718869.974594615,13173079.743085047,21955132.905141745,200.0
187,9415195.001816787,4822416.952150062,8037361.58691677,9415195.001816787,4822416.952150062,8037361.58691677,199.0
188,14743188.85113684,7551389.411557894,12585649.019263158,14743188.85113684,7551389.411557894,12585649.019263158,198.0
189,55011996.21049096,28176876.107812442,46961460.1796874,55011996.21049096,28176876.107812442,46961460.1796874,25.0
190,353269.33909260697,180942.83221816455,301571.3870302742,353269.33909260697,180942.83221816455,301571.3870302742,201.0
191,1498692.4256317448,767622.9497138205,1279371.5828563673,1498692.4256317448,767622.9497138205,1279371.5828563673,202.0
192,10673238.254151216,5466780.569199403,9111300.948665671,10673238.254151216,5466780.569199403,9111300.948665671,277.0
193,5954854.962741193,3050047.6638430506,5083412.77307175,5954854.962741193,3050047.6638430506,5083412.77307175,203.0
194,19231279.311496187,9850167.452229755,16416945.753716256,19231279.311496187,9850167.452229755,16416945.753716256,38.0
195,266690.6715316572,136597.66102840978,227662.76838068297,266690.6715316572,136597.66102840978,227662.76838068297,276.0
196,30428248.934543867,15585200.673790762,25975334.456317935,30428248.934543867,15585200.673790762,25975334.456317935,207.0
197,7913325.940108727,4053166.9449337386,6755278.241556231,7913325.940108727,4053166.9449337386,6755278.241556231,210.0
198,16362691.742797218,8380890.892652234,13968151.487753723,16362691.742797218,8380890.892652234,13968151.487753723,211.0
199,1846489.9968770281,945763.1691321364,1576271.9485535608,1846489.9968770281,945763.1691321364,1576271.9485535608,212.0
200,1938501.5286488594,992891.026868928,1654818.3781148798,1938501.5286488594,992891.026868928,1654818.3781148798,208.0
201,16583097.256535329,8493781.521640047,14156302.536066744,16583097.256535329,8493781.521640047,14156302.536066744,216.0
202,21663318.584050454,11095846.104025843,18493076.840043068,21663318.584050454,11095846.104025843,18493076.840043068,176.0
203,17434238.662177995,8929731.997700924,14882886.662834873,17434238.662177995,8929731.997700924,14882886.662834873,217.0
204,50401326.293273315,25815313.467286333,43025522.44547722,50401326.293273315,25815313.467286333,43025522.44547722,219.0
205,31405926.812779527,16085962.513862684,26809937.523104474,31405926.812779527,16085962.513862684,26809937.523104474,220.0
206,768618.0657776716,393682.423934905,656137.3732248417,768618.0657776716,393682.423934905,656137.3732248417,222.0
207,7073368.380215013,3622944.7801101287,6038241.300183548,7073368.380215013,3622944.7801101287,6038241.300183548,223.0
208,1264905.0793947228,647878.2113972971,1079797.018995495,1264905.0793947228,647878.2113972971,1079797.018995495,213.0
209,13434673.701408595,6881174.334867817,11468623.891446361,13434673.701408595,6881174.334867817,11468623.891446361,224.0
210,44875195.55520927,22984856.259985235,38308093.76664206,44875195.55520927,22984856.259985235,38308093.76664206,227.0
211,11728154.580117866,6007103.565426225,10011839.275710374,11728154.580117866,6007103.565426225,10011839.275710374,226.0
212,8162138.907292039,4180607.7330032396,6967679.555005399,8162138.907292039,4180607.7330032396,6967679.555005399,230.0
213,93425.1872104371,47851.92515656535,79753.20859427558,93425.1872104371,47851.92515656535,79753.20859427558,225.0
214,10824572.920353636,5544293.447010399,9240489.078350665,10824572.920353636,5544293.447010399,9240489.078350665,229.0
215,10775827.575369012,5519326.319091446,9198877.198485741,10775827.575369012,5519326.319091446,9198877.198485741,215.0
216,5624970.773265696,2881082.591184869,4801804.318641448,5624970.773265696,2881082.591184869,4801804.318641448,231.0
217,14667078.80193851,7512406.215627042,12520677.02604507,14667078.80193851,7512406.215627042,12520677.02604507,240.0
218,20589480.31609324,10545831.38141361,17576385.63568935,20589480.31609324,10545831.38141361,17576385.63568935,234.0
219,2462318.452532943,1261187.5000778488,2101979.1667964146,2462318.452532943,1261187.5000778488,2101979.1667964146,235.0
220,34864611.729777046,17857484.05671507,29762473.42785845,34864611.729777046,17857484.05671507,29762473.42785845,155.0
221,6421276.388875372,3288946.4430825077,5481577.405137513,6421276.388875372,3288946.4430825077,5481577.405137513,236.0
222,26260496.261673458,13450498.08524738,22417496.808745634,26260496.261673458,13450498.08524738,22417496.808745634,237.0
223,46766133.599541396,23953385.502204128,39922309.17034022,46766133.599541396,23953385.502204128,39922309.17034022,243.0
224,609266.0310299674,312063.0890641296,520105.1484402161,609266.0310299674,312063.0890641296,520105.1484402161,249.0
225,8704227.678429935,4458262.9572446,7430438.262074334,8704227.678429935,4458262.9572446,7430438.262074334,251.0
226,4870833.624407915,2494817.222257713,4158028.703762855,4870833.624407915,2494817.222257713,4158028.703762855,181.0
