Country Code,Barley_Cellulose_2030,Barley_Hemicellulose_2030,Barley_Lignin_2030,Barley_Cellulose_2040,Barley_Hemicellulose_2040,Barley_Lignin_2040,Maize_Cellulose_2030,Maize_Hemicellulose_2030,Maize_Lignin_2030,Maize_Cellulose_2040,Maize_Hemicellulose_2040,Maize_Lignin_2040,Rice_Cellulose_2030,Rice_Hemicellulose_2030,Rice_Lignin_2030,Rice_Cellulose_2040,Rice_Hemicellulose_2040,Rice_Lignin_2040,Sorghum_Cellulose_2030,Sorghum_Hemicellulose_2030,Sorghum_Lignin_2030,Sorghum_Cellulose_2040,Sorghum_Hemicellulose_2040,Sorghum_Lignin_2040,Wheat_Cellulose_2030,Wheat_Hemicellulose_2030,Wheat_Lignin_2030,Wheat_Cellulose_2040,Wheat_Hemicellulose_2040,Wheat_Lignin_2040,Protein-2030,Protein-2040
58,3331494.955,1706375.465,2843959.108,3331494.955,1706375.465,2843959.108,1294542.072,896221.4347,1095381.754,1281896.655,887466.9147,1084681.785,6479298.715,4319532.477,7379201.315,6482864.753,4321909.835,7383262.635,96380.90818,77104.72654,469053.7531,96354.22267,77083.37814,468923.8837,2914059.934,2070516.269,2760688.358,2914059.934,2070516.269,2760688.358,5131798.329,5581852.502
59,1469012.388,752420.9793,1254034.966,1469012.388,752420.9793,1254034.966,2396682.341,1659241.621,2027961.981,2384036.923,1650487.101,2017262.012,1134178.297,756118.8649,1291703.061,1130612.26,753741.5067,1287641.741,214123.3591,171298.6873,1042067.014,214150.0446,171320.0357,1042196.884,6033456.758,4286929.802,5715906.402,6033456.758,4286929.802,5715906.402,4107898.567,4301982.218
60,18355534.22,9401615.088,15669358.48,18355534.22,9401615.088,15669358.48,222419.0086,153982.3906,188200.6996,235064.4264,162736.9106,198900.6685,331018.914,220679.276,376993.7631,327452.8766,218301.9178,372932.4428,51731.93872,41385.55098,251762.1018,51705.25321,41364.20257,251632.2323,48080.91483,34162.75527,45550.34036,48080.91483,34162.75527,45550.34036,6173376.66,8672710.065
61,27488046.48,14079243.32,23465405.53,27488046.48,14079243.32,23465405.53,309232.1596,214083.8028,261657.9812,321877.5774,222838.3228,272357.9501,446480.1393,297653.4262,508491.2698,442914.102,295276.068,504429.9495,258891.2702,207113.0161,1259937.515,258864.5847,207091.6677,1259807.645,868575.4849,617145.7393,822860.9857,868575.4849,617145.7393,822860.9857,9670255.264,13411610.34
178,804656.2754,412141.0191,686901.6985,804656.2754,412141.0191,686901.6985,363743.422,251822.3691,307782.8956,351098.0042,243067.8491,297082.9267,878533.6261,585689.084,1000552.185,882099.6634,588066.4423,1004613.506,111663.2108,89330.56867,543427.626,111636.5253,89309.22026,543297.7566,3515901.685,2498140.671,3330854.228,3515901.685,2498140.671,3330854.228,2091835.117,2198239.229
63,4129927.557,2115328.749,3525547.915,4129927.557,2115328.749,3525547.915,646794.2883,447780.6611,547287.4747,659439.7061,456535.1811,557987.4436,1009552.429,673034.9524,1149768.044,1005986.391,670657.5942,1145706.723,37089.66265,29671.73012,180503.0249,37116.34816,29693.07853,180632.8944,265132.1059,188383.3384,251177.7845,265132.1059,188383.3384,251177.7845,2066789.241,2631488.53
209,12171926.08,6234401.165,10390668.61,12171926.08,6234401.165,10390668.61,1041198.65,720829.8343,881014.2419,1053844.067,729584.3543,891714.2108,382381.3576,254920.9051,435489.8795,385947.395,257298.2633,439551.1998,76906.82504,61525.46003,374279.8819,76880.13953,61504.11163,374150.0124,1373035.36,975577.7557,1300770.341,1373035.36,975577.7557,1300770.341,4987789.983,6648873.964
238,2717393.281,1391835.583,2319725.971,2717393.281,1391835.583,2319725.971,5178408.953,3585052.352,4381730.653,5165763.535,3576297.832,4371030.684,3058617.644,2039078.429,3483425.65,3062183.681,2041455.787,3487486.97,106250.5525,85000.44196,517086.022,106223.8669,84979.09356,516956.1525,6476901.242,4602008.777,6136011.702,6476901.242,4602008.777,6136011.702,6266679.706,6633216.052
65,10451177.03,5353041.895,8921736.492,10451177.03,5353041.895,8921736.492,791864.4088,548213.8215,670039.1152,804509.8267,556968.3415,680739.0841,990531.755,660354.5033,1128105.61,986965.7176,657977.1451,1124044.29,10935.11159,8748.089271,53217.54306,10961.7971,8769.437677,53347.41253,900372.9255,639738.6576,852984.8768,900372.9255,639738.6576,852984.8768,4349424.41,5773813.627
64,33646694.66,17233672.87,28722788.12,33646694.66,17233672.87,28722788.12,162266.8158,112338.5648,137302.6903,174912.2336,121093.0848,148002.6592,575915.1629,383943.4419,655903.38,572349.1255,381566.0837,651842.0597,81498.67469,65198.93975,396626.8835,81471.98918,65177.59135,396497.014,1903875.985,1352753.989,1803671.986,1903875.985,1352753.989,1803671.986,11863885.5,16442816.72
66,42415000.19,21724756.19,36207926.99,42415000.19,21724756.19,36207926.99,37508.04543,25967.10837,31737.5769,50153.46324,34721.6284,42437.54582,136807.3168,91204.87786,155808.333,140373.3541,93582.23608,159869.6533,272379.4082,217903.5266,1325579.787,272352.7227,217882.1782,1325449.917,987947.0343,701962.3665,935949.822,987947.0343,701962.3665,935949.822,14316507.65,20090649.7
67,7504974.562,3844011.361,6406685.601,7504974.562,3844011.361,6406685.601,1548071.527,1071741.827,1309906.677,1535426.109,1062987.306,1299206.708,738587.1916,492391.4611,841168.746,742153.229,494768.8193,845230.0663,34991.49545,27993.19636,170291.9445,34964.80995,27971.84796,170162.0751,4267344.287,3032060.414,4042747.219,4267344.287,3032060.414,4042747.219,4805283.581,5822930.981
68,12266559.19,6282871.779,10471452.96,12266559.19,6282871.779,10471452.96,4140502.359,2866501.633,3503501.996,4127856.941,2857747.113,3492802.027,1753735.581,1169157.054,1997309.967,1750169.544,1166779.696,1993248.647,423934.1453,339147.3162,2063146.174,423907.4598,339125.9678,2063016.304,6567241.858,4666198.162,6221597.55,6567241.858,4666198.162,6221597.55,8803668.651,10466170.28
70,45430961.21,23269516.72,38782527.86,45430961.21,23269516.72,38782527.86,1413082.991,978288.2247,1195685.608,1400437.573,969533.7047,1184985.639,1541131.216,1027420.811,1755177.218,1544697.253,1029798.169,1759238.538,418606.3519,334885.0815,2037217.579,418579.6663,334863.7331,2037087.71,5513098.275,3917201.406,5222935.208,5513098.275,3917201.406,5222935.208,18065932.06,24241513.65
74,24424403.09,12510060.12,20850100.2,24424403.09,12510060.12,20850100.2,398662.4579,275997.0862,337329.7721,386017.0401,267242.5662,326629.8032,404795.1953,269863.4635,461016.7502,408361.2326,272240.8218,465078.0705,270393.5367,216314.8294,1315915.212,270366.8512,216293.481,1315785.343,711034.161,505208.4828,673611.3105,711034.161,505208.4828,673611.3105,8652959.969,11971649.65
75,11649030.7,5966576.701,9944294.502,11649030.7,5966576.701,9944294.502,1098756.59,760677.6395,929717.1149,1111402.008,769432.1595,940417.0839,1316983.554,877989.0362,1499897.937,1313417.517,875611.678,1495836.617,52233.03312,41786.42649,254200.7612,52206.34761,41765.07809,254070.8917,1126421.827,800352.3505,1067136.467,1126421.827,800352.3505,1067136.467,5084503.431,6671752.358
73,10981832.08,5624840.823,9374734.704,10981832.08,5624840.823,9374734.704,1985356.1,1374477.3,1679916.7,1972710.682,1365722.78,1669216.731,1180671.032,787114.0215,1344653.12,1177104.995,784736.6632,1340591.8,142627.6387,114102.1109,694121.1748,142600.9532,114080.7625,693991.3053,3437584.837,2442494.489,3256659.319,3437584.837,2442494.489,3256659.319,6041281.221,7529059.961
79,6883948.215,3525924.695,5876541.159,6883948.215,3525924.695,5876541.159,394079.4909,272824.263,333451.877,381434.0731,264069.7429,322751.908,1724628.613,1149752.409,1964160.365,1728194.65,1152129.767,1968221.685,11136.15704,8908.925635,54195.96428,11162.84255,8930.274041,54325.83375,2998143.134,2130259.595,2840346.127,2998143.134,2130259.595,2840346.127,4102888.935,5036125.141
81,14300648.62,7324722.464,12207870.77,14300648.62,7324722.464,12207870.77,440272.1331,304803.7845,372537.9588,452917.5509,313558.3045,383237.9277,76130.03497,50753.35665,86703.65094,72563.99763,48375.99842,82642.33064,71425.06463,57140.0517,347601.9812,71398.37912,57118.7033,347472.1117,934144.4996,663734.2497,884978.9996,934144.4996,663734.2497,884978.9996,5184791.597,7132660.561
82,6094426.66,3121535.606,5202559.344,6094426.66,3121535.606,5202559.344,1172195.43,811519.9131,991857.6715,1159550.012,802765.393,981157.7026,794708.6847,529805.7898,905084.891,791142.6474,527428.4316,901023.5707,119108.0676,95286.4541,579659.2624,119081.3821,95265.10569,579529.393,2796327.14,1986864.02,2649152.027,2796327.14,1986864.02,2649152.027,3787612.371,4610703.973
84,7036216.299,3603915.666,6006526.109,7036216.299,3603915.666,6006526.109,486822.3143,337030.833,411926.5737,474176.8965,328276.313,401226.6047,1306208.215,870805.4767,1487626.023,1309774.252,873182.835,1491687.343,25788.16495,20630.53196,125502.4028,25761.47945,20609.18356,125372.5333,2635066.499,1872284.092,2496378.789,2635066.499,1872284.092,2496378.789,3906291.007,4860187.282
85,3091727.376,1583567.681,2639279.468,3091727.376,1583567.681,2639279.468,6517936.058,4512417.271,5515176.664,6505290.64,4503662.751,5504476.695,5476089.657,3650726.438,6236657.665,5472523.62,3648349.08,6232596.345,209179.9791,167343.9833,1018009.232,209153.2936,167322.6349,1017879.362,6456201.135,4587300.806,6116401.075,6456201.135,4587300.806,6116401.075,7857809.971,8272534.47
86,30719764.84,15734513.7,26224189.49,30719764.84,15734513.7,26224189.49,1231741.049,852743.8032,1042242.426,1244386.467,861498.3232,1052942.395,303441.9009,202294.6006,345586.6094,299875.8636,199917.2424,341525.2891,163722.9538,130978.3631,796785.0419,163696.2683,130957.0147,796655.1725,633956.8959,450443.0576,600590.7435,633956.8959,450443.0576,600590.7435,10802887.38,14983756.15
88,17792002.4,9112976.841,15188294.73,17792002.4,9112976.841,15188294.73,348982.9177,241603.5584,295293.2381,336337.4999,232849.0384,284593.2691,3206074.828,2137383.219,3651362.999,3209640.866,2139760.577,3655424.319,151322.0144,121057.6115,736433.8035,151295.3289,121036.2631,736303.9341,2176618.488,1546544.715,2062059.62,2176618.488,1546544.715,2062059.62,7992449.495,10409132.68
89,18609049.49,9531464.375,15885773.96,18609049.49,9531464.375,15885773.96,1950370.385,1350256.42,1650313.403,1937724.967,1341501.9,1639613.434,812431.3942,541620.9295,925269.0879,815997.4316,543998.2877,929330.4082,21740.17664,17392.14131,105802.193,21713.49113,17370.7929,105672.3235,1270521.382,902738.8765,1203651.835,1270521.382,902738.8765,1203651.835,7449861.863,9977663.453
90,19269693.32,9869842.918,16449738.2,19269693.32,9869842.918,16449738.2,95365.10254,66021.99407,80693.5483,108010.5204,74776.51409,91393.51722,1298906.255,865937.5033,1479309.901,1302472.292,868314.8615,1483371.222,240896.621,192717.2968,1172363.556,240869.9355,192695.9484,1172233.686,422624.3418,300285.7165,400380.9553,422624.3418,300285.7165,400380.9553,7099849.702,9726230.027
175,17514430.98,8970806.109,14951343.52,17514430.98,8970806.109,14951343.52,587521.677,406745.7764,497133.7267,600167.0948,415500.2964,507833.6956,322247.4204,214831.6136,367004.0065,318681.383,212454.2554,362942.6862,43430.63066,34744.50452,211362.4025,43457.31616,34765.85293,211492.272,3514257.534,2496972.459,3329296.612,3514257.534,2496972.459,3329296.612,7270849.539,9655841.292
91,22143134.13,11341605.28,18902675.47,22143134.13,11341605.28,18902675.47,1138700.084,788330.8275,963515.4558,1126054.666,779576.3075,952815.4869,1343925.634,895950.4224,1530581.972,1347491.671,898327.7807,1534643.292,192461.6736,153969.3389,936646.8114,192434.9881,153947.9905,936516.942,1890108.505,1342971.832,1790629.11,1890108.505,1342971.832,1790629.11,8888308.091,11896745.19
93,12109035.34,6202188.831,10336981.39,12109035.34,6202188.831,10336981.39,841838.4349,582811.2242,712324.8295,854483.8527,591565.7442,723024.7984,146576.9283,97717.9522,166934.835,143010.891,95340.59398,162873.5147,16184.71551,12947.77241,78765.6155,16211.40102,12969.12082,78895.48497,1153737.75,819761.0332,1093014.711,1153737.75,819761.0332,1093014.711,4674431.704,6324289.651
94,10450082.57,5352481.314,8920802.191,10450082.57,5352481.314,8920802.191,280048.44,193879.6892,236964.0646,267403.0222,185125.1692,226264.0957,3865320.207,2576880.138,4402170.236,3868886.244,2579257.496,4406231.556,8040.918383,6432.734706,39132.46946,8014.232876,6411.3863,39002.59999,4518683.222,3210643.342,4280857.789,4518683.222,3210643.342,4280857.789,6574569.028,7992751.116
95,20414295.46,10456102.55,17426837.59,20414295.46,10456102.55,17426837.59,80967.32325,56054.30071,68510.81198,68321.90543,47299.78068,57810.84306,618804.6533,412536.4355,704749.744,615238.6159,410159.0773,700688.4237,255540.4898,204432.3918,1243630.384,255513.8043,204411.0434,1243500.514,1234778.518,877342.6312,1169790.175,1234778.518,877342.6312,1169790.175,7510514.791,10281108.55
97,9116331.264,4669340.404,7782234.006,9116331.264,4669340.404,7782234.006,704567.5536,487777.5371,596172.5453,717212.9714,496532.0571,606872.5142,231870.4224,154580.2816,264074.6477,228304.3851,152202.9234,260013.3274,17389.84257,13911.87405,84630.56715,17416.52807,13933.22246,84760.43662,1040228.671,739109.845,985479.7933,1040228.671,739109.845,985479.7933,3656727.099,4899577.291
99,3740488.085,1915859.751,3193099.585,3740488.085,1915859.751,3193099.585,707373.2014,489719.9087,598546.5551,694727.7836,480965.3887,587846.5862,415610.7263,277073.8175,473334.4383,419176.7637,279451.1758,477395.7586,69035.71095,55228.56876,335973.7933,69062.39646,55249.91716,336103.6627,794703.6824,564657.8796,752877.1728,794703.6824,564657.8796,752877.1728,1956167.271,2461892.9
100,2411528.675,1235173.224,2058622.04,2411528.675,1235173.224,2058622.04,9110135.182,6307016.664,7708575.923,9097489.764,6298262.144,7697875.954,25690601.75,17127067.83,29258740.88,25694167.78,17129445.19,29262802.2,728657.4015,582925.9212,3546132.687,728630.716,582904.5728,3546002.818,31913398,22675309.1,30233745.47,31913398,22675309.1,30233745.47,25919917.78,26244856.54
101,19097521.94,9781657.577,16302762.63,19097521.94,9781657.577,16302762.63,6239972.438,4319980.919,5279976.678,6227327.02,4311226.399,5269276.709,13489653.7,8993102.467,15363216.71,13493219.74,8995479.825,15367278.04,134087.8676,107270.2941,652560.9557,134114.5531,107291.6425,652690.8251,3440782.36,2444766.414,3259688.551,3440782.36,2444766.414,3259688.551,14811352.2,17405634.44
102,1329917.384,681177.1964,1135295.327,1329917.384,681177.1964,1135295.327,6709908.598,4645321.337,5677614.968,6697263.18,4636566.817,5666914.999,441034.6625,294023.1083,502289.4768,444600.6998,296400.4666,506350.7971,276731.1735,221384.9388,1346758.378,276704.488,221363.5904,1346628.508,9628114.421,6841028.668,9121371.557,9628114.421,6841028.668,9121371.557,6643868.082,6821707.706
103,2377643.69,1217817.5,2029695.833,2377643.69,1217817.5,2029695.833,500543.698,346530.2525,423536.9752,487898.2802,337775.7325,412837.0063,5993804.032,3995869.355,6826276.814,5997370.069,3998246.713,6830338.135,213527.7105,170822.1684,1039168.191,213501.025,170800.82,1039038.322,8986815.535,6385368.933,8513825.243,8986815.535,6385368.933,8513825.243,6666889.447,6987219.848
104,16041936.43,8216601.588,13694335.98,16041936.43,8216601.588,13694335.98,245256.0756,169792.6678,207524.3717,257901.4935,178547.1878,218224.3406,416271.7325,277514.4883,474087.2509,412705.6952,275137.1301,470025.9306,251.0174474,200.8139579,1221.618244,277.7029546,222.1623636,1351.487712,859647.7932,610802.3794,814403.1725,859647.7932,610802.3794,814403.1725,5716059.244,7900791.74
264,20128836.45,10309891.84,17183153.07,20128836.45,10309891.84,17183153.07,296929.8301,205566.8055,251248.3178,309575.2479,214321.3255,261948.2867,209301.2979,139534.1986,238370.9226,205735.2606,137156.8404,234309.6023,38063.31995,30450.65596,185241.4904,38036.63444,30429.30756,185111.621,1594666.742,1133052.685,1510736.913,1594666.742,1133052.685,1510736.913,7269886.057,10010388.57
105,2123761.263,1087780.159,1812966.932,2123761.263,1087780.159,1812966.932,1046091.264,724217.0286,885154.1461,1058736.681,732971.5486,895854.115,1122656.438,748437.6253,1278580.943,1119090.401,746060.2671,1274519.623,120059.8341,96047.86729,584291.1927,120086.5196,96069.2157,584421.0622,672868.0447,478090.4528,637453.9371,672868.0447,478090.4528,637453.9371,1824910.169,2116770.842
106,6287296.372,3220322.532,5367204.22,6287296.372,3220322.532,5367204.22,1753934.265,1214262.183,1484098.224,1741288.847,1205507.663,1473398.255,5797434.389,3864956.259,6602633.61,5801000.427,3867333.618,6606694.93,78852.66445,63082.13156,383749.6337,78825.97894,63060.78315,383619.7642,7875191.049,5595530.482,7460707.309,7875191.049,5595530.482,7460707.309,7758698.724,8610741.89
109,20416586.52,10457276.02,17428793.37,20416586.52,10457276.02,17428793.37,865037.1789,598871.8931,731954.536,877682.5967,607626.4131,742654.5049,601978.211,401318.8073,685586.2959,598412.1737,398941.4491,681524.9756,176551.6509,141241.3207,859218.0345,176524.9654,141219.9723,859088.165,197575.0658,140382.2836,187176.3781,197575.0658,140382.2836,187176.3781,7328978.469,10108614.99
110,20338236.23,10417145.38,17361908.97,20338236.23,10417145.38,17361908.97,3770277.945,2610192.423,3190235.184,3757632.527,2601437.903,3179535.215,701954.866,467969.9107,799448.5974,705520.9033,470347.2689,803509.9177,223943.2903,179154.6322,1089857.346,223916.6047,179133.2838,1089727.476,4757497.571,3380327.221,4507102.962,4757497.571,3380327.221,4507102.962,10036154.34,12799125.33
112,1248438.475,639444.0969,1065740.162,1248438.475,639444.0969,1065740.162,565490.7169,391493.5732,478492.1451,578136.1347,400248.0933,489192.114,1673890.989,1115927.326,1906375.848,1670324.951,1113549.968,1902314.528,26641.0687,21312.85496,129653.201,26614.38319,21291.50655,129523.3315,984490.6108,699506.4866,932675.3155,984490.6108,699506.4866,932675.3155,1615621.91,1788390.294
108,3360153.838,1721054.405,2868424.008,3360153.838,1721054.405,2868424.008,9665523.893,6691516.542,8178520.217,9652878.475,6682762.021,8167820.248,8547727.615,5698485.077,9734912.006,8551293.652,5700862.435,9738973.326,348364.9211,278691.9369,1695375.949,348338.2356,278670.5884,1695246.08,18790405.67,13351077.72,17801436.95,18790405.67,13351077.72,17801436.95,14787507.22,15241459
114,6545474.922,3352560.326,5587600.543,6545474.922,3352560.326,5587600.543,3022502.671,2092501.849,2557502.26,3009857.253,2083747.329,2546802.291,1849719.341,1233146.227,2106624.805,1853285.378,1235523.586,2110686.125,211204.2136,168963.3709,1027860.506,211177.5281,168942.0225,1027730.637,5639482.168,4007000.488,5342667.317,5639482.168,4007000.488,5342667.317,6085294.297,6972449.746
83,19005435.74,9734491.479,16224152.46,19005435.74,9734491.479,16224152.46,760272.2692,526342.3402,643307.3047,747626.8514,517587.8202,632607.3358,2120220.821,1413480.547,2414695.935,2123786.858,1415857.905,2418757.255,10129.05854,8103.246835,49294.75158,10155.74405,8124.59524,49424.62105,1296734.25,921363.8095,1228485.079,1296734.25,921363.8095,1228485.079,7664485.238,10246243.75
118,3008806.552,1541096.039,2568493.398,3008806.552,1541096.039,2568493.398,1825345.241,1263700.551,1544522.896,1837990.659,1272455.071,1555222.865,644099.4931,429399.6621,733557.756,640533.4558,427022.3039,729496.4357,51649.72746,41319.78197,251362.007,51676.41297,41341.13037,251491.8764,181257.9817,128788.5659,171718.0879,181257.9817,128788.5659,171718.0879,1956376.013,2368602.845
113,5443495.141,2788131.658,4646886.096,5443495.141,2788131.658,4646886.096,3474131.622,2405168.046,2939649.834,3461486.204,2396413.526,2928949.865,23536.05338,15690.70225,26804.94968,19970.01604,13313.34403,22743.62938,163464.9023,130771.9218,795529.191,163438.2167,130750.5734,795399.3215,7025708.515,4991950.787,6655934.382,7025708.515,4991950.787,6655934.382,5647652.117,6382217.033
120,21291201.49,10905249.54,18175415.91,21291201.49,10905249.54,18175415.91,1380945.688,956039.3226,1168492.505,1368300.27,947284.8026,1157792.536,158718.7433,105812.4956,180763.0132,162284.7807,108189.8538,184824.3335,35966.38134,28773.10507,175036.3892,35939.69583,28751.75666,174906.5197,1796342.275,1276348.459,1701797.945,1796342.275,1276348.459,1701797.945,8069818.844,10962393.11
119,4686931.738,2400623.573,4001039.289,4686931.738,2400623.573,4001039.289,410833.4907,284423.1859,347628.3383,423478.9085,293177.7059,358328.3072,983749.065,655832.71,1120380.88,980183.0277,653455.3518,1116319.559,43573.01238,34858.40991,212055.3269,43599.69789,34879.75831,212185.1964,20862.34238,14823.24327,19764.32436,20862.34238,14823.24327,19764.32436,2072283.534,2712735.392
121,12744647.67,6527746.366,10879577.28,12744647.67,6527746.366,10879577.28,616863.8271,427059.5726,521961.6998,629509.2449,435814.0926,532661.6688,937474.6491,624983.0994,1067679.461,941040.6864,627360.4576,1071740.782,93816.32121,75053.05697,456572.7632,93789.63571,75031.70857,456442.8938,3037668.599,2158343.478,2877791.305,3037668.599,2158343.478,2877791.305,5854424.523,7593398.64
122,9537508.549,4885065.354,8141775.59,9537508.549,4885065.354,8141775.59,43526.57672,30133.78389,36830.18031,56171.99454,38888.30391,47530.14922,1577548.333,1051698.889,1796652.269,1573982.296,1049321.531,1792590.948,52979.63985,42383.71188,257834.2473,52952.95435,42362.36348,257704.3778,900475.5401,639811.568,853082.0906,900475.5401,639811.568,853082.0906,4059233.66,5359315.574
123,27600458.38,14136820.14,23561366.91,27600458.38,14136820.14,23561366.91,553065.2444,382891.3231,467978.2838,540419.8266,374136.803,457278.3148,53235.09649,35490.06433,60628.85989,56801.13383,37867.42255,64690.18019,60594.40463,48475.52371,294892.7692,60567.71913,48454.1753,294762.8998,3803602.24,2702559.486,3603412.648,3803602.24,2702559.486,3603412.648,10521704.11,14272337.31
124,447978.8601,229452.5869,382420.9782,447978.8601,229452.5869,382420.9782,3471202.474,2403140.174,2937171.324,3458557.056,2394385.654,2926471.355,2054142.062,1369428.041,2339439.57,2057708.099,1371805.399,2343500.891,172629.3244,138103.4595,840129.3788,172602.6389,138082.1111,839999.5093,6587330.351,4680471.565,6240628.753,6587330.351,4680471.565,6240628.753,4663938.971,4721834.955
125,11542806.47,5912169.167,9853615.279,11542806.47,5912169.167,9853615.279,276258.2463,191255.709,233756.9776,263612.8285,182501.189,223057.0087,879724.6109,586483.074,1001908.585,883290.6483,588860.4322,1005969.905,54792.87113,43834.2969,266658.6395,54766.18562,43812.9485,266528.77,3438707.585,2443292.232,3257722.976,3438707.585,2443292.232,3257722.976,5437686.194,7004478.733
126,5027602.465,2575113.458,4291855.763,5027602.465,2575113.458,4291855.763,511694.2059,354249.8349,432972.0204,524339.6238,363004.3549,443671.9893,261606.4011,174404.2674,297940.6234,258040.3637,172026.9092,293879.3031,102339.5249,81871.61996,498052.3547,102366.2105,81892.96836,498182.2242,344656.8787,244887.7823,326517.043,344656.8787,244887.7823,326517.043,2111503.937,2798287.013
256,14786377.97,7573510.669,12622517.78,14786377.97,7573510.669,12622517.78,951371.4437,658641.7687,805006.6062,964016.8615,667396.2887,815706.5751,929910.4123,619940.2748,1059064.636,926344.3749,617562.9166,1055003.316,99390.068,79512.0544,483698.3309,99416.7535,79533.4028,483828.2004,1412551.718,1003655.168,1338206.891,1412551.718,1003655.168,1338206.891,6041576.388,8055552.934
129,3687960.038,1888955.142,3148258.569,3687960.038,1888955.142,3148258.569,2597060.713,1797965.109,2197512.911,2584415.295,1789210.589,2186812.942,1874583.18,1249722.12,2134941.955,1878149.217,1252099.478,2139003.275,106921.2556,85537.00448,520350.1106,106894.5701,85515.65607,520220.2411,1017203.495,722749.8519,963666.4692,1017203.495,722749.8519,963666.4692,3263100.758,3761634.182
130,13749224.29,7042285.609,11737142.68,13749224.29,7042285.609,11737142.68,828948.2588,573887.2561,701417.7575,816302.841,565132.7361,690717.7885,515041.1105,343360.7403,586574.5981,518607.1478,345738.0986,590635.9184,131174.9519,104939.9615,638384.7659,131148.2664,104918.6131,638254.8964,2165426.09,1538592.222,2051456.295,2165426.09,1538592.222,2051456.295,5808268.495,7675133.857
131,34940294.39,17896248.35,29827080.58,34940294.39,17896248.35,29827080.58,1383635.127,957901.242,1170768.185,1370989.71,949146.722,1160068.216,3680648.293,2453765.529,4191849.445,3684214.331,2456142.887,4195910.766,199767.3585,159813.8868,972201.1449,199740.673,159792.5384,972071.2754,613341.2653,435795.1095,581060.1461,613341.2653,435795.1095,581060.1461,13527127.13,18275978.02
132,10117295.45,5182029.376,8636715.626,10117295.45,5182029.376,8636715.626,396151.8445,274258.9693,335205.4069,408797.2623,283013.4893,345905.3758,12660784.01,8440522.671,14419226.23,12664350.04,8442900.029,14423287.55,342929.945,274343.956,1668925.732,342903.2595,274322.6076,1668795.863,11933010.42,8478717.931,11304957.24,11933010.42,8478717.931,11304957.24,12847250.17,14228904.39
133,803576.4943,411587.9605,685979.9341,803576.4943,411587.9605,685979.9341,1992550.39,1379457.962,1686004.176,1979904.972,1370703.442,1675304.207,622134.8124,414756.5416,708542.4253,625700.8498,417133.8999,712603.7456,193973.0205,155178.4164,944002.0333,193946.335,155157.068,943872.1638,2936094.313,2086172.275,2781563.033,2936094.313,2086172.275,2781563.033,2421014.035,2527271.297
134,6011051.421,3078831.216,5131385.36,6011051.421,3078831.216,5131385.36,160154.7043,110876.3337,135515.519,147509.2865,102121.8137,124815.5501,3581515.095,2387676.73,4078947.747,3585081.133,2390054.088,4083009.068,31.1700352,24.93602816,151.6941713,57.85554235,46.28443388,281.5636394,5361528.736,3809507.259,5079343.013,5361528.736,3809507.259,5079343.013,5294009.567,6108531.809
127,49927311.83,25572525.57,42620875.96,49927311.83,25572525.57,42620875.96,67170.97246,46502.98094,56836.9767,79816.39028,55257.50096,67536.94562,1065443.124,710295.4159,1213421.336,1069009.161,712672.7741,1217482.656,340451.8173,272361.4538,1656865.511,340425.1318,272340.1054,1656735.641,743307.0561,528139.2241,704185.6321,743307.0561,528139.2241,704185.6321,17071494.5,23867310.94
136,1079257.861,552790.6117,921317.6861,1079257.861,552790.6117,921317.6861,1936154.496,1340414.651,1638284.573,1923509.078,1331660.131,1627584.604,1440718.406,960478.9371,1640818.184,1444284.443,962856.2953,1644879.505,183780.6563,147024.525,894399.1939,183753.9708,147003.1766,894269.3244,5398916.181,3836072.023,5114762.697,5398916.181,3836072.023,5114762.697,3683585.933,3827335.861
137,43590512.44,22326847.84,37211413.06,43590512.44,22326847.84,37211413.06,728549.868,504380.6779,616465.2729,741195.2858,513135.1979,627165.2419,72501.8314,48334.55427,82571.53021,68935.79407,45957.19604,78510.20991,242205.8229,193764.6583,1178735.005,242179.1374,193743.3099,1178605.135,1161057.716,824962.0614,1099949.415,1161057.716,824962.0614,1099949.415,14943986.24,20875276.68
138,1620591.914,830059.2729,1383432.121,1620591.914,830059.2729,1383432.121,7734293.943,5354511.191,6544402.567,7721648.525,5345756.671,6533702.598,1459833.635,973222.4233,1662588.307,1463399.672,975599.7816,1666649.627,329675.8204,263740.6563,1604422.326,329649.1349,263719.3079,1604292.457,9373183.618,6659893.624,8879858.165,9373183.618,6659893.624,8879858.165,7435624.503,7652995.863
145,36368502.83,18627769.74,31046282.9,36368502.83,18627769.74,31046282.9,266095.6279,184220.0501,225157.839,253450.2101,175465.5301,214457.8701,2325377.786,1550251.857,2648346.923,2328943.823,1552629.216,2652408.243,263358.9346,210687.1477,1281680.148,263332.2491,210665.7993,1281550.279,1566843.801,1113283.753,1484378.337,1566843.801,1113283.753,1484378.337,13486064.32,18429151.57
140,11351364.08,5814113.31,9690188.85,11351364.08,5814113.31,9690188.85,780308.1255,540213.3177,660260.7216,767662.7077,531458.7977,649560.7527,2492973.325,1661982.217,2839219.62,2496539.362,1664359.575,2843280.94,73002.52891,58402.02313,355278.974,72975.8434,58380.67472,355149.1046,5107587.266,3629075.163,4838766.884,5107587.266,3629075.163,4838766.884,6785412.151,8326168.526
